accession	trait	soma_target	gene_token	full_pvalue
GCST90240532	Cadherin-12 levels (CDH12.3656.9.1)	CDH12.3656.9.1	CDH12	True
GCST90240533	Cadherin-15 levels (CDH15.11215.6.3)	CDH15.11215.6.3	CDH15	True
GCST90240534	Cadherin-15 levels (CDH15.5410.53.3)	CDH15.5410.53.3	CDH15	True
GCST90240535	Cadherin-2 levels (CDH2.3797.1.1)	CDH2.3797.1.1	CDH2	True
GCST90240536	Cadherin-3 levels (CDH3.2643.57.2)	CDH3.2643.57.2	CDH3	True
GCST90240537	Cadherin-5 levels (CDH5.2819.23.2)	CDH5.2819.23.2	CDH5	True
GCST90240538	Cadherin-7 levels (CDH7.7959.34.3)	CDH7.7959.34.3	CDH7	True
GCST90240539	Cadherin-related family member 1 levels (CDHR1.8372.29.3)	CDHR1.8372.29.3	CDHR1	True
GCST90240540	Cadherin-related family member 3 levels (CDHR3.8222.49.3)	CDHR3.8222.49.3	CDHR3	True
GCST90240541	Cadherin-related family member 3 levels (CDHR3.9463.26.3)	CDHR3.9463.26.3	CDHR3	True
GCST90240542	Cadherin-related family member 5 levels (CDHR5.9962.1.3)	CDHR5.9962.1.3	CDHR5	True
GCST90240543	Calbindin levels (CALB1.9918.23.3)	CALB1.9918.23.3	CALB1	True
GCST90240544	Calcineurin B homologous protein 1 levels (CHP1.12458.79.3)	CHP1.12458.79.3	CHP1	True
GCST90240545	Calcineurin B homologous protein 3 levels (TESC.12831.21.3)	TESC.12831.21.3	TESC	True
GCST90240546	Calcineurin subunit B type 1 levels (PPP3R1.3657.74.3)	PPP3R1.3657.74.3	PPP3R1	True
GCST90240547	Calcipressin-1 levels (RCAN1.13465.5.3)	RCAN1.13465.5.3	RCAN1	True
GCST90240548	Calcium uptake protein 3, mitochondrial levels (EFHA2.6912.6.3)	EFHA2.6912.6.3	EFHA2	True
GCST90240549	Calcium-binding and coiled-coil domain-containing protein 2 levels (CALCOCO2.12534.10.3)	CALCOCO2.12534.10.3	CALCOCO2	True
GCST90240550	Calcium-binding protein 8 levels (CALN1.10933.107.3)	CALN1.10933.107.3	CALN1	True
GCST90240551	Calcium-dependent phospholipase A2 levels (PLA2G5.2449.1.4)	PLA2G5.2449.1.4	PLA2G5	True
GCST90240552	Calcium-regulated heat stable protein 1 levels (CARHSP1.12808.103.3)	CARHSP1.12808.103.3	CARHSP1	True
GCST90240553	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A levels (PDE1A.5253.1.1)	PDE1A.5253.1.1	PDE1A	True
GCST90240554	Calcium/calmodulin-dependent protein kinase kinase 1 levels (CAMKK1.3877.67.2)	CAMKK1.3877.67.2	CAMKK1	True
GCST90240555	Calcium/calmodulin-dependent protein kinase type 1 levels (CAMK1.3592.4.3)	CAMK1.3592.4.3	CAMK1	True
GCST90240172	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.14086.11.3)	SMPDL3A.14086.11.3	SMPDL3A	True
GCST90240173	Acid sphingomyelinase-like phosphodiesterase 3a levels (SMPDL3A.4771.10.3)	SMPDL3A.4771.10.3	SMPDL3A	True
GCST90240174	Acid-sensing ion channel 4 levels (ASIC4.6951.26.3)	ASIC4.6951.26.3	ASIC4	True
GCST90240175	Acidic leucine-rich nuclear phosphoprotein 32 family member A levels (ANP32A.13073.14.3)	ANP32A.13073.14.3	ANP32A	True
GCST90240176	Acidic leucine-rich nuclear phosphoprotein 32 family member B levels (ANP32B.4194.26.3)	ANP32B.4194.26.3	ANP32B	True
GCST90240177	Actin-binding LIM protein 3 levels (ABLIM3.13578.98.3)	ABLIM3.13578.98.3	ABLIM3	True
GCST90240178	Actin-related protein 2/3 complex subunit 3 levels (ARPC3.13573.5.3)	ARPC3.13573.5.3	ARPC3	True
GCST90240179	Activated Protein C levels (PROC.3758.63.3)	PROC.3758.63.3	PROC	True
GCST90240180	Activated Protein C levels (PROC.3758.68.3)	PROC.3758.68.3	PROC	True
GCST90240181	Activating signal cointegrator 1 complex subunit 1 levels (ASCC1.10647.18.3)	ASCC1.10647.18.3	ASCC1	True
GCST90240182	Activator of 90 kDa heat shock protein ATPase homolog 1 levels (AHSA1.11633.89.3)	AHSA1.11633.89.3	AHSA1	True
GCST90240183	Activator of apoptosis harakiri levels (HRK.8008.28.3)	HRK.8008.28.3	HRK	True
GCST90240184	Activin receptor type-1B levels (ACVR1B.2806.49.2)	ACVR1B.2806.49.2	ACVR1B	True
GCST90240185	Acyl-CoA-binding domain-containing protein 6 levels (ACBD6.10075.75.3)	ACBD6.10075.75.3	ACBD6	True
GCST90240186	Acyl-CoA-binding domain-containing protein 7 levels (ACBD7.13563.259.3)	ACBD7.13563.259.3	ACBD7	True
GCST90240187	Acylphosphatase-2 levels (ACYP2.12812.25.3)	ACYP2.12812.25.3	ACYP2	True
GCST90240188	ADAMTS-like protein 1 levels (ADAMTSL1.6575.79.3)	ADAMTSL1.6575.79.3	ADAMTSL1	True
GCST90240189	Adapter molecule crk levels (CRK.4976.57.1)	CRK.4976.57.1	CRK	True
GCST90240190	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 levels (SLC35B3.10660.33.3)	SLC35B3.10660.33.3	SLC35B3	True
GCST90240191	Adenosine deaminase CECR1 levels (CECR1.6077.63.3)	CECR1.6077.63.3	CECR1	True
GCST90240192	Adenylate kinase isoenzyme 1 levels (AK1.5012.67.1)	AK1.5012.67.1	AK1	True
GCST90240193	Adenylosuccinate synthetase isozyme 1 levels (ADSSL1.13998.26.3)	ADSSL1.13998.26.3	ADSSL1	True
GCST90240194	Adenylosuccinate synthetase isozyme 2 levels (ADSS.12644.63.3)	ADSS.12644.63.3	ADSS	True
GCST90240195	Adenylyltransferase and sulfurtransferase MOCS3 levels (MOCS3.14229.5.3)	MOCS3.14229.5.3	MOCS3	True
GCST90240196	Adhesion G protein-coupled receptor F5 levels (ADGRF5.6409.57.3)	ADGRF5.6409.57.3	ADGRF5	True
GCST90240197	Adhesion G-protein coupled receptor F1 levels (ADGRF1.11243.90.3)	ADGRF1.11243.90.3	ADGRF1	True
GCST90240198	Adhesion G-protein coupled receptor G5 levels (ADGRG5.4551.72.3)	ADGRG5.4551.72.3	ADGRG5	True
GCST90240199	Adipocyte plasma membrane-associated protein levels (APMAP.10605.22.3)	APMAP.10605.22.3	APMAP	True
GCST90240200	ADP-dependent glucokinase levels (ADPGK.6221.1.3)	ADPGK.6221.1.3	ADPGK	True
GCST90240201	ADP-ribose pyrophosphatase, mitochondrial levels (NUDT9.9482.110.3)	NUDT9.9482.110.3	NUDT9	True
GCST90240202	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 levels (CD38.11505.1.3)	CD38.11505.1.3	CD38	True
GCST90240203	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 levels (CD38.11513.92.3)	CD38.11513.92.3	CD38	True
GCST90240204	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 levels (BST1.4535.50.2)	BST1.4535.50.2	BST1	True
GCST90240205	ADP-ribosylation factor 3 levels (ARF3.12578.13.3)	ARF3.12578.13.3	ARF3	True
GCST90240206	ADP-ribosylation factor 6 levels (ARF6.12425.104.3)	ARF6.12425.104.3	ARF6	True
GCST90240207	ADP-ribosylation factor GTPase-activating protein 2 levels (ARFGAP2.11664.32.3)	ARFGAP2.11664.32.3	ARFGAP2	True
GCST90240208	ADP-ribosylation factor-binding protein GGA1 levels (GGA1.13594.158.3)	GGA1.13594.158.3	GGA1	True
GCST90240209	ADP-ribosylation factor-binding protein GGA3 levels (GGA3.11683.19.3)	GGA3.11683.19.3	GGA3	True
GCST90240210	ADP-ribosylation factor-like protein 1 levels (ARL1.12392.30.3)	ARL1.12392.30.3	ARL1	True
GCST90240211	ADP-ribosylation factor-like protein 11 levels (ARL11.12433.8.3)	ARL11.12433.8.3	ARL11	True
GCST90240212	ADP-ribosylation factor-like protein 3 levels (ARL3.12571.14.3)	ARL3.12571.14.3	ARL3	True
GCST90240213	Adrenomedullin levels (ADM.14115.34.3)	ADM.14115.34.3	ADM	True
GCST90240214	Adseverin levels (SCIN.12684.5.3)	SCIN.12684.5.3	SCIN	True
GCST90240215	Advanced glycosylation end product-specific receptor, soluble levels (AGER.4125.52.2)	AGER.4125.52.2	AGER	True
GCST90240216	Aggrecan core protein levels (ACAN.3280.49.2)	ACAN.3280.49.2	ACAN	True
GCST90240217	Agouti-related protein levels (AGRP.2813.11.2)	AGRP.2813.11.2	AGRP	True
GCST90240218	Agouti-signaling protein levels (ASIP.5676.54.3)	ASIP.5676.54.3	ASIP	True
GCST90240219	Alanine aminotransferase 1 levels (GPT.3709.4.2)	GPT.3709.4.2	GPT	True
GCST90240220	Alanine--tRNA ligase, cytoplasmic levels (AARS.12340.17.3)	AARS.12340.17.3	AARS	True
GCST90240221	Alcohol dehydrogenase [NADP(+)] levels (AKR1A1.4192.10.2)	+	+	True
GCST90240222	Alcohol dehydrogenase 1B levels (ADH1B.9834.62.3)	ADH1B.9834.62.3	ADH1B	True
GCST90240223	Alcohol dehydrogenase 4 levels (ADH4.8325.37.3)	ADH4.8325.37.3	ADH4	True
GCST90240224	Aldehyde dehydrogenase family 3 member B1 levels (ALDH3B1.12940.35.3)	ALDH3B1.12940.35.3	ALDH3B1	True
GCST90240225	Aldehyde dehydrogenase, dimeric NADP-preferring levels (ALDH3A1.11480.1.3)	ALDH3A1.11480.1.3	ALDH3A1	True
GCST90240226	Aldo-keto reductase family 1 member C1 levels (AKR1C1.12618.50.3)	AKR1C1.12618.50.3	AKR1C1	True
GCST90240227	Aldose reductase levels (AKR1B1.9854.36.3)	AKR1B1.9854.36.3	AKR1B1	True
GCST90240228	All-trans-retinol 13,14-reductase levels (RETSAT.8381.18.4)	RETSAT.8381.18.4	RETSAT	True
GCST90240229	Allergin-1 levels (MILR1.11173.29.3)	MILR1.11173.29.3	MILR1	True
GCST90240230	Allograft inflammatory factor 1 levels (AIF1.2849.49.1)	AIF1.2849.49.1	AIF1	True
GCST90240231	Alpha-(1,3)-fucosyltransferase 10 levels (FUT10.7156.2.3)	1,3	1,3	True
GCST90240232	Alpha-(1,3)-fucosyltransferase 5 levels (FUT5.4549.78.2)	1,3	1,3	True
GCST90240233	Alpha-(1,3)-fucosyltransferase 9 levels (FUT9.6991.24.3)	1,3	1,3	True
GCST90240234	Alpha-(1,6)-fucosyltransferase levels (FUT8.8244.16.3)	1,6	1,6	True
GCST90240235	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase levels (MGAT1.10571.14.3)	MGAT1.10571.14.3	MGAT1	True
GCST90240236	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B levels (MGAT4B.7141.21.3)	MGAT4B.7141.21.3	MGAT4B	True
GCST90240237	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C levels (MGAT4C.7208.60.3)	MGAT4C.7208.60.3	MGAT4C	True
GCST90240238	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase levels (MGAT2.6909.40.3)	MGAT2.6909.40.3	MGAT2	True
GCST90240239	Alpha-2-antiplasmin levels (SERPINF2.3024.18.2)	SERPINF2.3024.18.2	SERPINF2	True
GCST90240240	Alpha-2-HS-glycoprotein levels (AHSG.3581.53.3)	AHSG.3581.53.3	AHSG	True
GCST90240241	alpha-2-macroglobulin receptor-associated protein levels (LRPAP1.3640.14.3)	LRPAP1.3640.14.3	LRPAP1	True
GCST90240242	Alpha-2-macroglobulin receptor-associated protein levels (LRPAP1.8829.4.3)	LRPAP1.8829.4.3	LRPAP1	True
GCST90240243	Alpha-2,8-sialyltransferase 8B levels (ST8SIA2.7920.30.3)	ST8SIA2.7920.30.3	ST8SIA2	True
GCST90240244	Alpha-2,8-sialyltransferase 8F levels (ST8SIA6.6930.95.3)	ST8SIA6.6930.95.3	ST8SIA6	True
GCST90240245	Alpha-amylase 1 levels (AMY1A.7918.114.3)	AMY1A.7918.114.3	AMY1A	True
GCST90240246	Alpha-crystallin A chain levels (CRYAA.10087.10.3)	CRYAA.10087.10.3	CRYAA	True
GCST90240247	alpha-Fetoprotein levels (AFP.5792.8.2)	AFP.5792.8.2	AFP	True
GCST90240248	Alpha-internexin levels (INA.11436.6.3)	INA.11436.6.3	INA	True
GCST90240249	Alpha-L-iduronidase levels (IDUA.3169.70.2)	IDUA.3169.70.2	IDUA	True
GCST90240250	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 levels (ST6GALNAC1.7867.154.3)	ST6GALNAC1.7867.154.3	ST6GALNAC1	True
GCST90240251	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 levels (ST6GALNAC2.7823.22.3)	ST6GALNAC2.7823.22.3	ST6GALNAC2	True
GCST90240252	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 levels (ST6GALNAC3.10626.116.3)	ST6GALNAC3.10626.116.3	ST6GALNAC3	True
GCST90240253	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 levels (ST6GALNAC3.10705.14.3)	ST6GALNAC3.10705.14.3	ST6GALNAC3	True
GCST90240254	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 levels (ST6GALNAC5.7927.16.3)	ST6GALNAC5.7927.16.3	ST6GALNAC5	True
GCST90240255	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 levels (ST6GALNAC6.7228.2.3)	ST6GALNAC6.7228.2.3	ST6GALNAC6	True
GCST90240256	Alpha-parvin levels (PARVA.13434.172.3)	PARVA.13434.172.3	PARVA	True
GCST90240257	alpha-S1-casein levels (CSN1S1.4695.49.2)	CSN1S1.4695.49.2	CSN1S1	True
GCST90240258	Alpha-synuclein levels (SNCA.8458.111.3)	SNCA.8458.111.3	SNCA	True
GCST90240259	Alpha-synuclein levels (SNCA.8458.16.3)	SNCA.8458.16.3	SNCA	True
GCST90240260	Alpha-taxilin levels (TXLNA.9065.28.3)	TXLNA.9065.28.3	TXLNA	True
GCST90240261	Alpha/beta hydrolase domain-containing protein 14A levels (ABHD14A.5715.4.3)	ABHD14A.5715.4.3	ABHD14A	True
GCST90240262	Ameloblastin levels (AMBN.6522.57.3)	AMBN.6522.57.3	AMBN	True
GCST90240263	Amelogenin, X isoform levels (AMELX.8578.45.3)	AMELX.8578.45.3	AMELX	True
GCST90240264	AMP Kinase (alpha1beta1gamma1) levels (PRKAA1.PRKAB1.PRKAG1.5183.53.3)	alpha1beta1gamma1	alpha1beta1gamma1	True
GCST90240265	AMP Kinase (alpha2beta2gamma1) levels (PRKAA2.PRKAB2.PRKAG1.5245.40.5)	alpha2beta2gamma1	alpha2beta2gamma1	True
GCST90240266	Amphiregulin levels (AREG.2970.60.2)	AREG.2970.60.2	AREG	True
GCST90240267	Amphoterin-induced protein 1 levels (AMIGO1.9979.13.3)	AMIGO1.9979.13.3	AMIGO1	True
GCST90240268	AMSH-like protease levels (STAMBPL1.12401.3.3)	STAMBPL1.12401.3.3	STAMBPL1	True
GCST90240269	Amyloid beta A4 precursor protein-binding family B member 1 levels (APBB1.14206.28.3)	APBB1.14206.28.3	APBB1	True
GCST90240270	Amyloid beta A4 precursor protein-binding family B member 1 levels (APBB1.12822.34.3)	APBB1.12822.34.3	APBB1	True
GCST90240271	Amyloid beta A4 precursor protein-binding family B member 2 levels (APBB2.12753.6.3)	APBB2.12753.6.3	APBB2	True
GCST90240272	Amyloid beta A4 precursor protein-binding family B member 2 levels (APBB2.12761.12.3)	APBB2.12761.12.3	APBB2	True
GCST90240273	Amyloid beta A4 precursor protein-binding family B member 3 levels (APBB3.13589.10.3)	APBB3.13589.10.3	APBB3	True
GCST90240274	Amyloid beta A4 protein levels (APP.3171.57.2)	APP.3171.57.2	APP	True
GCST90240275	Amyloid-like protein 2 levels (APLP2.10627.87.3)	APLP2.10627.87.3	APLP2	True
GCST90240276	Amyloid-like protein 2 levels (APLP2.7915.31.3)	APLP2.7915.31.3	APLP2	True
GCST90240277	Anaphase-promoting complex subunit 10 levels (ANAPC10.12345.4.3)	ANAPC10.12345.4.3	ANAPC10	True
GCST90240278	Anaphase-promoting complex subunit 7 levels (ANAPC7.11690.47.3)	ANAPC7.11690.47.3	ANAPC7	True
GCST90240279	Angiogenic factor with G patch and FHA domains 1 levels (AGGF1.8051.10.3)	AGGF1.8051.10.3	AGGF1	True
GCST90240280	Angiopoietin-1 levels (ANGPT1.2811.27.1)	ANGPT1.2811.27.1	ANGPT1	True
GCST90240281	Angiopoietin-1 receptor, soluble levels (TEK.3773.15.4)	TEK.3773.15.4	TEK	True
GCST90240282	Angiopoietin-2 levels (ANGPT2.13660.76.3)	ANGPT2.13660.76.3	ANGPT2	True
GCST90240283	Angiopoietin-2 levels (ANGPT2.2602.2.2)	ANGPT2.2602.2.2	ANGPT2	True
GCST90240284	Angiopoietin-4 levels (ANGPT4.2500.2.3)	ANGPT4.2500.2.3	ANGPT4	True
GCST90240285	Angiopoietin-like protein 8 levels (C19orf80.7183.102.3)	C19orf80.7183.102.3	C19orf80	True
GCST90240286	Angiopoietin-related protein 1 levels (ANGPTL1.9092.33.3)	ANGPTL1.9092.33.3	ANGPTL1	True
GCST90240287	Angiopoietin-related protein 1 levels (ANGPTL1.11142.11.3)	ANGPTL1.11142.11.3	ANGPTL1	True
GCST90240288	Angiopoietin-related protein 3 levels (ANGPTL3.3281.19.1)	ANGPTL3.3281.19.1	ANGPTL3	True
GCST90240289	Angiopoietin-related protein 4 levels (ANGPTL4.3796.79.2)	ANGPTL4.3796.79.2	ANGPTL4	True
GCST90240290	Angiopoietin-related protein 7 levels (ANGPTL7.6371.50.3)	ANGPTL7.6371.50.3	ANGPTL7	True
GCST90240291	Angiostatin levels (PLG.3710.49.2)	PLG.3710.49.2	PLG	True
GCST90240292	Angiotensin-converting enzyme 2 levels (ACE2.2805.6.2)	ACE2.2805.6.2	ACE2	True
GCST90240293	Ankyrin repeat domain-containing protein 27 levels (ANKRD27.12445.50.3)	ANKRD27.12445.50.3	ANKRD27	True
GCST90240294	Ankyrin repeat domain-containing protein 46 levels (ANKRD46.7851.30.3)	ANKRD46.7851.30.3	ANKRD46	True
GCST90240295	Ankyrin-2 levels (ANK2.7624.19.3)	ANK2.7624.19.3	ANK2	True
GCST90240296	Annexin A1 levels (ANXA1.4960.72.1)	ANXA1.4960.72.1	ANXA1	True
GCST90240352	ATP-dependent DNA helicase Q1 levels (RECQL.11431.235.3)	RECQL.11431.235.3	RECQL	True
GCST90240353	ATP-dependent RNA helicase A levels (DHX9.10527.22.3)	DHX9.10527.22.3	DHX9	True
GCST90240354	ATP-dependent RNA helicase DDX25 levels (DDX25.13984.23.3)	DDX25.13984.23.3	DDX25	True
GCST90240355	ATP-dependent RNA helicase DHX8 levels (DHX8.11601.26.3)	DHX8.11601.26.3	DHX8	True
GCST90240356	ATPase ASNA1 levels (ASNA1.13620.10.3)	ASNA1.13620.10.3	ASNA1	True
GCST90240357	ATPase family AAA domain-containing protein 1 levels (ATAD1.6625.31.3)	ATAD1.6625.31.3	ATAD1	True
GCST90240358	ATPase family AAA domain-containing protein 2 levels (ATAD2.13043.157.3)	ATAD2.13043.157.3	ATAD2	True
GCST90240359	Atrial natriuretic factor levels (NPPA.5443.62.2)	NPPA.5443.62.2	NPPA	True
GCST90240360	Augurin levels (C2orf40.6362.6.3)	C2orf40.6362.6.3	C2orf40	True
GCST90240361	Aurora kinase A levels (AURKA.3091.70.2)	AURKA.3091.70.2	AURKA	True
GCST90240362	Aurora kinase B levels (AURKB.3346.72.2)	AURKB.3346.72.2	AURKB	True
GCST90240363	Axin-2 levels (AXIN2.8429.16.3)	AXIN2.8429.16.3	AXIN2	True
GCST90240364	Axin-2 levels (AXIN2.12925.105.3)	AXIN2.12925.105.3	AXIN2	True
GCST90240365	B melanoma antigen 2 levels (BAGE2.6294.11.3)	BAGE2.6294.11.3	BAGE2	True
GCST90240366	B melanoma antigen 3 levels (BAGE3.6442.6.3)	BAGE3.6442.6.3	BAGE3	True
GCST90240367	B-cell antigen receptor complex-associated protein alpha chain levels (CD79A.7796.10.3)	CD79A.7796.10.3	CD79A	True
GCST90240368	B-cell antigen receptor complex-associated protein beta chain levels (CD79B.6351.55.3)	CD79B.6351.55.3	CD79B	True
GCST90240369	B-cell lymphoma 6 protein levels (BCL6.13640.5.3)	BCL6.13640.5.3	BCL6	True
GCST90240370	B-cell lymphoma/leukemia 10 levels (BCL10.8768.4.3)	BCL10.8768.4.3	BCL10	True
GCST90240371	B-cell receptor CD22 levels (CD22.2891.1.3)	CD22.2891.1.3	CD22	True
GCST90240372	B-cell receptor-associated protein 29 levels (BCAP29.11570.94.3)	BCAP29.11570.94.3	BCAP29	True
GCST90240373	Bactericidal permeability-increasing protein levels (BPI.4126.22.1)	BPI.4126.22.1	BPI	True
GCST90240374	Baculoviral IAP repeat-containing protein 3 levels (BIRC3.4973.18.1)	BIRC3.4973.18.1	BIRC3	True
GCST90240375	Baculoviral IAP repeat-containing protein 5 levels (BIRC5.3472.40.2)	BIRC5.3472.40.2	BIRC5	True
GCST90240376	BAG family molecular chaperone regulator 3 levels (BAG3.10078.5.3)	BAG3.10078.5.3	BAG3	True
GCST90240377	BAG family molecular chaperone regulator 4 levels (BAG4.12844.10.3)	BAG4.12844.10.3	BAG4	True
GCST90240378	Basal Cell Adhesion Molecule levels (BCAM.2816.50.2)	BCAM.2816.50.2	BCAM	True
GCST90240379	Basic leucine zipper transcriptional factor ATF-like 3 levels (BATF3.8858.21.3)	BATF3.8858.21.3	BATF3	True
GCST90240380	Basic salivary proline-rich protein 4 levels (PRB4.12590.67.3)	PRB4.12590.67.3	PRB4	True
GCST90240655	Cell cycle checkpoint protein RAD1 levels (RAD1.12670.15.3)	RAD1.12670.15.3	RAD1	True
GCST90240656	Cell cycle progression protein 1 levels (CCPG1.8889.5.3)	CCPG1.8889.5.3	CCPG1	True
GCST90240657	Cell differentiation protein RCD1 homolog levels (RQCD1.8975.26.3)	RQCD1.8975.26.3	RQCD1	True
GCST90240658	Cell division control protein 42 homolog levels (CDC42.9840.2.3)	CDC42.9840.2.3	CDC42	True
GCST90240659	Cell growth regulator with EF hand domain protein 1 levels (CGREF1.6257.56.3)	CGREF1.6257.56.3	CGREF1	True
GCST90240660	Cell surface A33 antigen levels (GPA33.6419.75.3)	GPA33.6419.75.3	GPA33	True
GCST90240661	Cell surface glycoprotein CD200 receptor 1 levels (CD200R1.5103.30.3)	CD200R1.5103.30.3	CD200R1	True
GCST90240662	Cell surface glycoprotein CD200 receptor 2 levels (CD200R1L.8980.19.3)	CD200R1L.8980.19.3	CD200R1L	True
GCST90240663	Cellular retinoic acid-binding protein 1 levels (CRABP1.11967.23.3)	CRABP1.11967.23.3	CRABP1	True
GCST90240664	Cellular retinoic acid-binding protein 2 levels (CRABP2.11696.7.3)	CRABP2.11696.7.3	CRABP2	True
GCST90240665	Cellular tumor antigen p53 levels (TP53.6152.111.3)	TP53.6152.111.3	TP53	True
GCST90240666	Centrin-2 levels (CETN2.13078.3.3)	CETN2.13078.3.3	CETN2	True
GCST90240667	Centromere protein W levels (CENPW.8864.59.3)	CENPW.8864.59.3	CENPW	True
GCST90240668	Centrosomal protein of 57 kDa levels (CEP57.11276.1.3)	CEP57.11276.1.3	CEP57	True
GCST90240669	Centrosomal protein of 57 kDa levels (CEP57.9067.152.3)	CEP57.9067.152.3	CEP57	True
GCST90240670	Centrosomal protein of 57 kDa levels (CEP57.9905.8.3)	CEP57.9905.8.3	CEP57	True
GCST90240671	Ceramide synthase 5 levels (CERS5.13494.6.3)	CERS5.13494.6.3	CERS5	True
GCST90240672	Cerebellin-1 levels (CBLN1.9313.27.3)	CBLN1.9313.27.3	CBLN1	True
GCST90240673	Cerebellin-4 levels (CBLN4.5688.65.3)	CBLN4.5688.65.3	CBLN4	True
GCST90240674	Cerebral cavernous malformations 2 protein levels (CCM2.12347.29.3)	CCM2.12347.29.3	CCM2	True
GCST90240675	Cerebral dopamine neurotrophic factor levels (CDNF.4962.52.1)	CDNF.4962.52.1	CDNF	True
GCST90240676	Ceroid-lipofuscinosis neuronal protein 5 levels (CLN5.8874.53.3)	CLN5.8874.53.3	CLN5	True
GCST90240677	Ceroid-lipofuscinosis neuronal protein 5 levels (CLN5.9795.9.3)	CLN5.9795.9.3	CLN5	True
GCST90240678	cGMP-dependent 3',5'-cyclic phosphodiesterase levels (PDE2A.5246.64.3)	PDE2A.5246.64.3	PDE2A	True
GCST90240679	cGMP-dependent protein kinase 1, beta isozyme levels (PRKG1.13067.5.3)	PRKG1.13067.5.3	PRKG1	True
GCST90240680	cGMP-inhibited 3',5'-cyclic phosphodiesterase A levels (PDE3A.5254.69.3)	PDE3A.5254.69.3	PDE3A	True
GCST90240681	Charged multivesicular body protein 3 levels (VPS24.12508.9.3)	VPS24.12508.9.3	VPS24	True
GCST90240682	Chitinase-3-like protein 1 levels (CHI3L1.11104.13.3)	CHI3L1.11104.13.3	CHI3L1	True
GCST90240683	Chitinase-3-like protein 2 levels (CHI3L2.9383.24.3)	CHI3L2.9383.24.3	CHI3L2	True
GCST90240684	Chitotriosidase-1 levels (CHIT1.3600.2.3)	CHIT1.3600.2.3	CHIT1	True
GCST90240685	Chloride intracellular channel protein 4 levels (CLIC4.12491.23.3)	CLIC4.12491.23.3	CLIC4	True
GCST90240686	Chloride intracellular channel protein 5 levels (CLIC5.12475.48.3)	CLIC5.12475.48.3	CLIC5	True
GCST90240687	Choline/ethanolamine kinase levels (CHKB.13117.232.3)	CHKB.13117.232.3	CHKB	True
GCST90240688	Chondroadherin levels (CHAD.13460.4.3)	CHAD.13460.4.3	CHAD	True
GCST90240556	Calcium/calmodulin-dependent protein kinase type 1D levels (CAMK1D.3418.12.2)	CAMK1D.3418.12.2	CAMK1D	True
GCST90240689	Chondroitin sulfate N-acetylgalactosaminyltransferase 2 levels (CSGALNACT2.10772.21.3)	CSGALNACT2.10772.21.3	CSGALNACT2	True
GCST90240690	Chondroitin sulfate proteoglycan 4 levels (CSPG4.8951.162.3)	CSPG4.8951.162.3	CSPG4	True
GCST90240691	Chordin levels (CHRD.13438.115.3)	CHRD.13438.115.3	CHRD	True
GCST90240692	Chordin-like protein 1 levels (CHRDL1.3362.61.2)	CHRDL1.3362.61.2	CHRDL1	True
GCST90240693	Chordin-like protein 2 levels (CHRDL2.6086.15.3)	CHRDL2.6086.15.3	CHRDL2	True
GCST90240694	Choriogonadotropin subunit beta variant 2 levels (CGB2.6213.10.3)	CGB2.6213.10.3	CGB2	True
GCST90240695	Chorionic somatomammotropin hormone levels (CSH1.CSH2.13103.125.3)	CSH1.CSH2.13103.125.3	CSH1	True
GCST90240696	Chromobox protein homolog 5 levels (CBX5.4540.11.2)	CBX5.4540.11.2	CBX5	True
GCST90240697	Chromobox protein homolog 7 levels (CBX7.13027.20.3)	CBX7.13027.20.3	CBX7	True
